filename,label,label_idx,original_filename
G06_M21_angry_012_bright12_gnoise10_rot10.jpg,angry,0,G06_M21_angry_012.jpg
G06_M21_surprise_016_bright12_gnoise10_rot10.jpg,surprise,5,G06_M21_surprise_016.jpg
G06_M21_neutral_034_bright12_gnoise10_rot10.jpg,neutral,6,G06_M21_neutral_034.jpg
G06_M21_happy_042_bright12_gnoise10_rot10.jpg,happy,3,G06_M21_happy_042.jpg
G06_M21_happy_046_bright12_gnoise10_rot10.jpg,happy,3,G06_M21_happy_046.jpg
G06_M21_angry_009_bright12_gnoise10_rot10.jpg,angry,0,G06_M21_angry_009.jpg
G06_M21_fear_006_bright12_gnoise10_rot10.jpg,fear,2,G06_M21_fear_006.jpg
G06_M21_fear_003_bright12_gnoise10_rot10.jpg,fear,2,G06_M21_fear_003.jpg
G06_M21_surprise_030_bright12_gnoise10_rot10.jpg,surprise,5,G06_M21_surprise_030.jpg
G06_M21_sad_032_bright12_gnoise10_rot10.jpg,sad,4,G06_M21_sad_032.jpg
G06_M21_surprise_034_bright12_gnoise10_rot10.jpg,surprise,5,G06_M21_surprise_034.jpg
G06_M21_happy_006_bright12_gnoise10_rot10.jpg,happy,3,G06_M21_happy_006.jpg
G06_M21_happy_054_bright12_gnoise10_rot10.jpg,happy,3,G06_M21_happy_054.jpg
G06_M21_sad_053_bright12_gnoise10_rot10.jpg,sad,4,G06_M21_sad_053.jpg
G06_M21_surprise_025_bright12_gnoise10_rot10.jpg,surprise,5,G06_M21_surprise_025.jpg
G06_M21_sad_001_bright12_gnoise10_rot10.jpg,sad,4,G06_M21_sad_001.jpg
G06_M21_neutral_010_bright12_gnoise10_rot10.jpg,neutral,6,G06_M21_neutral_010.jpg
G06_M21_sad_020_bright12_gnoise10_rot10.jpg,sad,4,G06_M21_sad_020.jpg
G06_M21_neutral_036_bright12_gnoise10_rot10.jpg,neutral,6,G06_M21_neutral_036.jpg
G06_M21_surprise_033_bright12_gnoise10_rot10.jpg,surprise,5,G06_M21_surprise_033.jpg
G06_M21_disgust_003_bright12_gnoise10_rot10.jpg,disgust,1,G06_M21_disgust_003.jpg
G06_M21_neutral_026_bright12_gnoise10_rot10.jpg,neutral,6,G06_M21_neutral_026.jpg
G06_M21_sad_041_bright12_gnoise10_rot10.jpg,sad,4,G06_M21_sad_041.jpg
G06_M21_sad_038_bright12_gnoise10_rot10.jpg,sad,4,G06_M21_sad_038.jpg
G06_M21_neutral_039_bright12_gnoise10_rot10.jpg,neutral,6,G06_M21_neutral_039.jpg
G06_M21_sad_044_bright12_gnoise10_rot10.jpg,sad,4,G06_M21_sad_044.jpg
G06_M21_surprise_022_bright12_gnoise10_rot10.jpg,surprise,5,G06_M21_surprise_022.jpg
G06_M21_disgust_009_bright12_gnoise10_rot10.jpg,disgust,1,G06_M21_disgust_009.jpg
G06_M21_neutral_023_bright12_gnoise10_rot10.jpg,neutral,6,G06_M21_neutral_023.jpg
G06_M21_neutral_008_bright12_gnoise10_rot10.jpg,neutral,6,G06_M21_neutral_008.jpg
G06_M21_neutral_024_bright12_gnoise10_rot10.jpg,neutral,6,G06_M21_neutral_024.jpg
G06_M21_happy_014_bright12_gnoise10_rot10.jpg,happy,3,G06_M21_happy_014.jpg
