filename,label,label_idx,original_filename
G04_M07_surprise_046_align_hflip_rot10_bright12_hue10.jpg,surprise,5,G04_M07_surprise_046.jpg
G04_M07_surprise_016_hflip_rot10_bright12_hue10.jpg,surprise,5,G04_M07_surprise_016.jpg
G04_M07_happy_050_align_hflip_rot10_bright12_hue10.jpg,happy,3,G04_M07_happy_050.jpg
G04_M07_neutral_042_align_hflip_rot10_bright12_hue10.jpg,neutral,6,G04_M07_neutral_042.jpg
G04_M07_neutral_044_align_hflip_rot10_bright12_hue10.jpg,neutral,6,G04_M07_neutral_044.jpg
G04_M07_surprise_043_align_hflip_rot10_bright12_hue10.jpg,surprise,5,G04_M07_surprise_043.jpg
G04_M07_surprise_048_align_hflip_rot10_bright12_hue10.jpg,surprise,5,G04_M07_surprise_048.jpg
G04_M07_surprise_057_align_hflip_rot10_bright12_hue10.jpg,surprise,5,G04_M07_surprise_057.jpg
G04_M07_happy_053_hflip_rot10_bright12_hue10.jpg,happy,3,G04_M07_happy_053.jpg
G04_M07_fear_005_align_hflip_rot10_bright12_hue10.jpg,fear,2,G04_M07_fear_005.jpg
G04_M07_disgust_004_align_hflip_rot10_bright12_hue10.jpg,disgust,1,G04_M07_disgust_004.jpg
G04_M07_disgust_015_align_hflip_rot10_bright12_hue10.jpg,disgust,1,G04_M07_disgust_015.jpg
G04_M07_neutral_008_align_hflip_rot10_bright12_hue10.jpg,neutral,6,G04_M07_neutral_008.jpg
G04_M07_disgust_036_hflip_rot10_bright12_hue10.jpg,disgust,1,G04_M07_disgust_036.jpg
G04_M07_happy_048_align_hflip_rot10_bright12_hue10.jpg,happy,3,G04_M07_happy_048.jpg
G04_M07_neutral_051_align_hflip_rot10_bright12_hue10.jpg,neutral,6,G04_M07_neutral_051.jpg
G04_M07_surprise_042_align_hflip_rot10_bright12_hue10.jpg,surprise,5,G04_M07_surprise_042.jpg
G04_M07_happy_010_align_hflip_rot10_bright12_hue10.jpg,happy,3,G04_M07_happy_010.jpg
G04_M07_neutral_039_align_hflip_rot10_bright12_hue10.jpg,neutral,6,G04_M07_neutral_039.jpg
G04_M07_disgust_011_align_hflip_rot10_bright12_hue10.jpg,disgust,1,G04_M07_disgust_011.jpg
G04_M07_disgust_028_align_hflip_rot10_bright12_hue10.jpg,disgust,1,G04_M07_disgust_028.jpg
G04_M07_angry_016_align_hflip_rot10_bright12_hue10.jpg,angry,0,G04_M07_angry_016.jpg
G04_M07_angry_010_hflip_rot10_bright12_hue10.jpg,angry,0,G04_M07_angry_010.jpg
