filename,label,label_idx,original_filename
G05_M08_neutral_020_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_020.jpg
G05_M08_neutral_029_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_029.jpg
G05_M08_fear_019_align_bright12_crop_hflip.jpg,fear,2,G05_M08_fear_019.jpg
G05_M08_neutral_038_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_038.jpg
G05_M08_neutral_007_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_007.jpg
G05_M08_disgust_003_align_bright12_crop_hflip.jpg,disgust,1,G05_M08_disgust_003.jpg
G05_M08_neutral_051_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_051.jpg
G05_M08_neutral_054_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_054.jpg
G05_M08_neutral_035_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_035.jpg
G05_M08_happy_001_align_bright12_crop_hflip.jpg,happy,3,G05_M08_happy_001.jpg
G05_M08_neutral_028_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_028.jpg
G05_M08_neutral_045_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_045.jpg
G05_M08_neutral_036_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_036.jpg
G05_M08_disgust_002_align_bright12_crop_hflip.jpg,disgust,1,G05_M08_disgust_002.jpg
G05_M08_surprise_005_align_bright12_crop_hflip.jpg,surprise,5,G05_M08_surprise_005.jpg
G05_M08_sad_014_align_bright12_crop_hflip.jpg,sad,4,G05_M08_sad_014.jpg
G05_M08_neutral_001_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_001.jpg
G05_M08_sad_006_align_bright12_crop_hflip.jpg,sad,4,G05_M08_sad_006.jpg
G05_M08_fear_004_align_bright12_crop_hflip.jpg,fear,2,G05_M08_fear_004.jpg
G05_M08_neutral_027_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_027.jpg
G05_M08_neutral_049_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_049.jpg
G05_M08_angry_013_align_bright12_crop_hflip.jpg,angry,0,G05_M08_angry_013.jpg
G05_M08_surprise_010_align_bright12_crop_hflip.jpg,surprise,5,G05_M08_surprise_010.jpg
G05_M08_angry_016_align_bright12_crop_hflip.jpg,angry,0,G05_M08_angry_016.jpg
G05_M08_happy_004_align_bright12_crop_hflip.jpg,happy,3,G05_M08_happy_004.jpg
G05_M08_neutral_052_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_052.jpg
G05_M08_neutral_057_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_057.jpg
G05_M08_sad_008_align_bright12_crop_hflip.jpg,sad,4,G05_M08_sad_008.jpg
G05_M08_neutral_011_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_011.jpg
G05_M08_neutral_047_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_047.jpg
G05_M08_neutral_026_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_026.jpg
G05_M08_neutral_021_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_021.jpg
G05_M08_neutral_044_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_044.jpg
G05_M08_neutral_055_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_055.jpg
G05_M08_angry_017_align_bright12_crop_hflip.jpg,angry,0,G05_M08_angry_017.jpg
G05_M08_neutral_005_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_005.jpg
G05_M08_neutral_008_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_008.jpg
G05_M08_neutral_056_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_056.jpg
G05_M08_angry_009_align_bright12_crop_hflip.jpg,angry,0,G05_M08_angry_009.jpg
G05_M08_neutral_006_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_006.jpg
G05_M08_sad_013_align_bright12_crop_hflip.jpg,sad,4,G05_M08_sad_013.jpg
G05_M08_sad_019_align_bright12_crop_hflip.jpg,sad,4,G05_M08_sad_019.jpg
G05_M08_neutral_024_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_024.jpg
G05_M08_disgust_005_align_bright12_crop_hflip.jpg,disgust,1,G05_M08_disgust_005.jpg
G05_M08_disgust_007_bright12_crop_hflip.jpg,disgust,1,G05_M08_disgust_007.jpg
G05_M08_surprise_012_align_bright12_crop_hflip.jpg,surprise,5,G05_M08_surprise_012.jpg
G05_M08_surprise_003_align_bright12_crop_hflip.jpg,surprise,5,G05_M08_surprise_003.jpg
G05_M08_neutral_037_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_037.jpg
G05_M08_neutral_009_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_009.jpg
G05_M08_angry_006_align_bright12_crop_hflip.jpg,angry,0,G05_M08_angry_006.jpg
G05_M08_happy_006_align_bright12_crop_hflip.jpg,happy,3,G05_M08_happy_006.jpg
G05_M08_angry_019_align_bright12_crop_hflip.jpg,angry,0,G05_M08_angry_019.jpg
G05_M08_sad_022_bright12_crop_hflip.jpg,sad,4,G05_M08_sad_022.jpg
G05_M08_neutral_023_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_023.jpg
G05_M08_neutral_039_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_039.jpg
G05_M08_sad_023_align_bright12_crop_hflip.jpg,sad,4,G05_M08_sad_023.jpg
G05_M08_happy_003_align_bright12_crop_hflip.jpg,happy,3,G05_M08_happy_003.jpg
G05_M08_sad_021_align_bright12_crop_hflip.jpg,sad,4,G05_M08_sad_021.jpg
G05_M08_happy_002_align_bright12_crop_hflip.jpg,happy,3,G05_M08_happy_002.jpg
G05_M08_surprise_008_align_bright12_crop_hflip.jpg,surprise,5,G05_M08_surprise_008.jpg
G05_M08_neutral_043_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_043.jpg
G05_M08_neutral_042_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_042.jpg
G05_M08_disgust_004_align_bright12_crop_hflip.jpg,disgust,1,G05_M08_disgust_004.jpg
G05_M08_neutral_025_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_025.jpg
G05_M08_neutral_013_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_013.jpg
G05_M08_surprise_007_align_bright12_crop_hflip.jpg,surprise,5,G05_M08_surprise_007.jpg
G05_M08_fear_003_bright12_crop_hflip.jpg,fear,2,G05_M08_fear_003.jpg
G05_M08_neutral_022_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_022.jpg
G05_M08_surprise_009_align_bright12_crop_hflip.jpg,surprise,5,G05_M08_surprise_009.jpg
G05_M08_neutral_030_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_030.jpg
G05_M08_neutral_002_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_002.jpg
G05_M08_neutral_053_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_053.jpg
G05_M08_neutral_046_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_046.jpg
G05_M08_neutral_004_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_004.jpg
G05_M08_neutral_034_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_034.jpg
G05_M08_sad_010_align_bright12_crop_hflip.jpg,sad,4,G05_M08_sad_010.jpg
G05_M08_neutral_048_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_048.jpg
G05_M08_neutral_003_align_bright12_crop_hflip.jpg,neutral,6,G05_M08_neutral_003.jpg
